Lat,Lon,Depth,Depth (KNNImputer),Depth (RF)
2.847916666666663,4.46041666666666,-3753,-3752.31,-3752.76
2.8687500000000057,4.46041666666666,-3743,-3743.0,-3742.52
2.885416666666657,4.46041666666666,-3738,-3739.44,-3738.83
3.0062499999999943,4.46041666666666,-3622,-3621.63,-3620.13
3.0229166666666742,4.46041666666666,-3591,-3591.62,-3590.62
3.0687499999999943,4.46041666666666,-3526,-3527.47,-3526.88
3.072916666666657,4.46041666666666,-3522,-3521.89,-3522.29
3.0812500000000114,4.46041666666666,-3517,-3516.49,-3516.86
3.1187500000000057,4.46041666666666,-3503,-3501.94,-3501.2
3.2062500000000114,4.46041666666666,-3474,-3474.0,-3473.58
3.214583333333337,4.46041666666666,-3471,-3471.3,-3470.43
3.222916666666663,4.46041666666666,-3469,-3469.19,-3468.53
3.26458333333332,4.46041666666666,-3461,-3462.65,-3461.31
3.2687500000000114,4.46041666666666,-3461,-3460.39,-3460.64
3.2979166666666515,4.46041666666666,-3429,-3429.06,-3429.41
3.3312500000000114,4.46041666666666,-3355,-3349.93,-3363.93
3.34375,4.46041666666666,-3271,-3268.9,-3272.7
3.364583333333343,4.46041666666666,-3128,-3127.51,-3125.19
3.4979166666666686,4.46041666666666,-2887,-2884.67,-2885.38
3.51458333333332,4.46041666666666,-2865,-2867.71,-2862.19
3.5645833333333314,4.46041666666666,-2856,-2859.66,-2858.06
3.5812500000000114,4.46041666666666,-2900,-2896.47,-2901.46
3.5854166666666742,4.46041666666666,-2907,-2908.22,-2909.08
3.597916666666663,4.46041666666666,-2921,-2919.62,-2917.74
2.5812500000000114,4.464583333333337,-3842,-3841.7,-3838.03
2.660416666666663,4.464583333333337,-3836,-3837.48,-3834.25
2.839583333333337,4.464583333333337,-3752,-3752.51,-3752.75
2.864583333333343,4.464583333333337,-3743,-3741.7,-3742.1
2.9145833333333258,4.464583333333337,-3736,-3736.04,-3736.64
2.9354166666666686,4.464583333333337,-3693,-3692.82,-3695.96
2.9812499999999886,4.464583333333337,-3650,-3650.0,-3650.33
2.989583333333343,4.464583333333337,-3645,-3644.47,-3645.6
3.0020833333333314,4.464583333333337,-3627,-3627.11,-3626.18
3.0229166666666742,4.464583333333337,-3590,-3589.75,-3588.97
3.0395833333333258,4.464583333333337,-3559,-3559.62,-3558.84
3.0562500000000057,4.464583333333337,-3538,-3538.49,-3537.29
3.0604166666666686,4.464583333333337,-3534,-3532.73,-3533.25
3.15625,4.464583333333337,-3508,-3509.01,-3507.86
3.21875,4.464583333333337,-3466,-3465.69,-3466.49
3.2312499999999886,4.464583333333337,-3462,-3462.22,-3462.48
3.239583333333343,4.464583333333337,-3460,-3460.59,-3460.51
3.2520833333333314,4.464583333333337,-3459,-3459.03,-3458.72
3.260416666666657,4.464583333333337,-3457,-3456.4,-3456.7
3.322916666666657,4.464583333333337,-3370,-3368.66,-3368.75
3.347916666666663,4.464583333333337,-3227,-3225.56,-3235.77
3.3979166666666742,4.464583333333337,-3112,-3111.43,-3108.71
3.4354166666666686,4.464583333333337,-3072,-3070.7,-3073.39
3.535416666666663,4.464583333333337,-2846,-2844.04,-2844.16
3.5562500000000057,4.464583333333337,-2829,-2837.4,-2835.76
3.5687499999999943,4.464583333333337,-2855,-2864.1,-2868.57
3.597916666666663,4.464583333333337,-2917,-2915.32,-2914.93
3.6437500000000114,4.464583333333337,-2895,-2894.63,-2895.36
3.6645833333333258,4.464583333333337,-2885,-2884.7,-2885.03
2.5604166666666686,4.46875,-3833,-3833.6,-3833.98
2.5812500000000114,4.46875,-3852,-3855.2,-3848.62
2.6104166666666515,4.46875,-3865,-3864.2,-3865.45
2.635416666666657,4.46875,-3817,-3816.87,-3816.46
2.6645833333333258,4.46875,-3845,-3846.16,-3844.87
2.7479166666666686,4.46875,-3802,-3802.09,-3801.35
2.7562499999999943,4.46875,-3813,-3811.44,-3812.13
2.7937499999999886,4.46875,-3760,-3759.81,-3759.94
2.8187499999999943,4.46875,-3750,-3750.31,-3749.61
2.8354166666666742,4.46875,-3750,-3750.34,-3751.27
2.902083333333337,4.46875,-3732,-3732.03,-3731.91
2.989583333333343,4.46875,-3644,-3643.09,-3643.86
2.9937500000000057,4.46875,-3639,-3636.68,-3638.76
3.03125,4.46875,-3573,-3573.69,-3574.28
3.0395833333333258,4.46875,-3559,-3559.8,-3558.42
3.072916666666657,4.46875,-3524,-3523.12,-3523.39
3.15625,4.46875,-3507,-3506.01,-3506.17
3.160416666666663,4.46875,-3510,-3512.42,-3513.04
3.26458333333332,4.46875,-3452,-3451.77,-3451.99
3.2687500000000114,4.46875,-3451,-3451.23,-3451.47
3.3312500000000114,4.46875,-3330,-3324.54,-3336.34
3.34375,4.46875,-3246,-3248.64,-3250.83
3.3562499999999886,4.46875,-3155,-3153.38,-3161.97
3.3812499999999943,4.46875,-3059,-3063.05,-3061.53
3.46875,4.46875,-2947,-2945.28,-2950.39
3.4979166666666686,4.46875,-2910,-2907.53,-2908.39
3.6479166666666742,4.46875,-2891,-2891.21,-2891.33
3.65625,4.46875,-2888,-2887.85,-2888.37
2.5645833333333314,4.472916666666663,-3836,-3836.46,-3838.5
2.652083333333337,4.472916666666663,-3821,-3822.32,-3820.69
2.660416666666663,4.472916666666663,-3833,-3831.64,-3832.96
2.697916666666657,4.472916666666663,-3813,-3811.01,-3812.81
2.722916666666663,4.472916666666663,-3782,-3783.09,-3783.63
2.78125,4.472916666666663,-3756,-3760.0,-3757.31
2.8604166666666515,4.472916666666663,-3738,-3739.22,-3738.97
2.864583333333343,4.472916666666663,-3736,-3737.49,-3737.06
2.8770833333333314,4.472916666666663,-3736,-3735.67,-3734.46
2.8979166666666742,4.472916666666663,-3727,-3726.96,-3727.95
2.9854166666666515,4.472916666666663,-3647,-3646.45,-3646.38
3.03125,4.472916666666663,-3572,-3571.15,-3572.49
3.0395833333333258,4.472916666666663,-3556,-3556.53,-3556.86
3.0687499999999943,4.472916666666663,-3528,-3528.51,-3527.16
3.09375,4.472916666666663,-3504,-3504.47,-3503.05
3.1104166666666515,4.472916666666663,-3498,-3498.48,-3498.31
3.1312499999999943,4.472916666666663,-3493,-3492.07,-3492.51
3.152083333333337,4.472916666666663,-3502,-3501.56,-3503.51
3.20208333333332,4.472916666666663,-3470,-3468.79,-3467.93
3.277083333333337,4.472916666666663,-3443,-3443.24,-3442.99
3.2937499999999886,4.472916666666663,-3411,-3410.5,-3411.74
3.3062500000000057,4.472916666666663,-3381,-3381.14,-3380.81
3.347916666666663,4.472916666666663,-3207,-3204.83,-3216.96
3.527083333333337,4.472916666666663,-2883,-2876.95,-2882.67
3.5479166666666515,4.472916666666663,-2858,-2856.39,-2863.98
3.552083333333343,4.472916666666663,-2860,-2857.51,-2864.97
3.59375,4.472916666666663,-2910,-2911.61,-2911.54
2.589583333333337,4.477083333333326,-3880,-3879.8,-3877.41
2.597916666666663,4.477083333333326,-3877,-3876.42,-3877.69
2.6229166666666686,4.477083333333326,-3835,-3833.88,-3835.8
2.6812500000000057,4.477083333333326,-3843,-3843.6,-3843.23
2.70208333333332,4.477083333333326,-3803,-3800.75,-3800.99
2.722916666666663,4.477083333333326,-3784,-3786.41,-3785.71
2.7312499999999886,4.477083333333326,-3792,-3791.86,-3793.32
2.7729166666666742,4.477083333333326,-3778,-3777.15,-3777.15
2.7979166666666515,4.477083333333326,-3750,-3750.89,-3751.85
2.8145833333333314,4.477083333333326,-3743,-3744.9,-3744.39
2.8312500000000114,4.477083333333326,-3745,-3745.18,-3743.83
2.972916666666663,4.477083333333326,-3657,-3655.47,-3654.46
3.0687499999999943,4.477083333333326,-3528,-3527.84,-3527.64
3.0854166666666742,4.477083333333326,-3510,-3509.33,-3508.54
3.09375,4.477083333333326,-3501,-3501.02,-3500.04
3.1104166666666515,4.477083333333326,-3496,-3494.75,-3495.99
3.160416666666663,4.477083333333326,-3505,-3506.37,-3502.74
3.1645833333333258,4.477083333333326,-3504,-3505.18,-3500.67
3.197916666666657,4.477083333333326,-3466,-3465.86,-3465.28
3.2104166666666742,4.477083333333326,-3460,-3460.0,-3460.81
3.239583333333343,4.477083333333326,-3443,-3444.12,-3443.38
3.2562499999999943,4.477083333333326,-3442,-3442.68,-3442.02
3.364583333333343,4.477083333333326,-3101,-3096.0,-3094.31
3.45208333333332,4.477083333333326,-3023,-3019.03,-3016.19
3.5229166666666742,4.477083333333326,-2893,-2895.15,-2891.13
3.527083333333337,4.477083333333326,-2888,-2888.3,-2886.01
3.535416666666663,4.477083333333326,-2878,-2876.56,-2875.31
3.589583333333337,4.477083333333326,-2910,-2908.87,-2909.49
3.614583333333343,4.477083333333326,-2904,-2903.49,-2904.3
3.6229166666666686,4.477083333333326,-2898,-2898.23,-2897.37
3.6437500000000114,4.477083333333326,-2889,-2889.22,-2889.19
3.652083333333337,4.477083333333326,-2887,-2887.0,-2887.24
2.6104166666666515,4.481250000000003,-3849,-3849.68,-3849.34
2.63958333333332,4.481250000000003,-3818,-3818.26,-3818.06
2.6895833333333314,4.481250000000003,-3830,-3828.0,-3832.0
2.7062500000000114,4.481250000000003,-3798,-3797.9,-3796.95
2.927083333333343,4.481250000000003,-3706,-3711.19,-3712.39
2.972916666666663,4.481250000000003,-3658,-3657.69,-3657.51
3.0062499999999943,4.481250000000003,-3610,-3609.67,-3611.53
3.0187500000000114,4.481250000000003,-3588,-3587.46,-3589.34
3.089583333333337,4.481250000000003,-3502,-3501.66,-3503.26
3.1229166666666686,4.481250000000003,-3491,-3490.06,-3491.58
3.1270833333333314,4.481250000000003,-3490,-3489.83,-3491.59
3.1479166666666742,4.481250000000003,-3501,-3501.51,-3500.89
3.160416666666663,4.481250000000003,-3501,-3500.83,-3501.59
3.2312499999999886,4.481250000000003,-3443,-3445.39,-3443.66
3.2354166666666515,4.481250000000003,-3440,-3440.89,-3440.14
3.260416666666657,4.481250000000003,-3436,-3437.34,-3436.33
3.322916666666657,4.481250000000003,-3312,-3310.62,-3310.67
3.3520833333333258,4.481250000000003,-3182,-3176.46,-3180.14
3.38958333333332,4.481250000000003,-3049,-3055.99,-3054.69
3.3937500000000114,4.481250000000003,-3047,-3053.68,-3053.5
3.4604166666666742,4.481250000000003,-3001,-3001.33,-2992.23
3.464583333333337,4.481250000000003,-2988,-2981.96,-2980.35
3.6229166666666686,4.481250000000003,-2896,-2895.59,-2896.33
3.660416666666663,4.481250000000003,-2884,-2883.42,-2884.05
2.5437499999999886,4.485416666666666,-3883,-3876.29,-3876.46
2.6020833333333258,4.485416666666666,-3866,-3869.04,-3863.61
2.6062499999999886,4.485416666666666,-3854,-3855.48,-3851.58
2.6729166666666515,4.485416666666666,-3827,-3828.11,-3823.37
2.739583333333343,4.485416666666666,-3815,-3810.68,-3810.54
2.7729166666666742,4.485416666666666,-3766,-3766.1,-3765.72
2.7979166666666515,4.485416666666666,-3761,-3758.51,-3758.89
2.8562499999999886,4.485416666666666,-3736,-3735.93,-3737.02
2.8770833333333314,4.485416666666666,-3723,-3723.38,-3723.73
3.027083333333337,4.485416666666666,-3570,-3570.18,-3570.48
3.035416666666663,4.485416666666666,-3559,-3558.04,-3558.69
3.089583333333337,4.485416666666666,-3498,-3500.98,-3499.77
3.160416666666663,4.485416666666666,-3500,-3500.04,-3501.27
3.1729166666666515,4.485416666666666,-3472,-3477.91,-3476.08
3.1937499999999943,4.485416666666666,-3462,-3461.31,-3461.38
3.2270833333333258,4.485416666666666,-3444,-3444.84,-3443.7
3.2312499999999886,4.485416666666666,-3441,-3440.37,-3441.74
3.2437500000000057,4.485416666666666,-3435,-3435.0,-3434.19
3.2520833333333314,4.485416666666666,-3432,-3432.66,-3432.35
3.26458333333332,4.485416666666666,-3432,-3432.97,-3431.92
3.3104166666666686,4.485416666666666,-3313,-3315.32,-3312.85
3.34375,4.485416666666666,-3219,-3216.2,-3222.5
3.3604166666666515,4.485416666666666,-3139,-3135.24,-3138.69
3.3729166666666686,4.485416666666666,-3090,-3086.94,-3088.8
3.4395833333333314,4.485416666666666,-3042,-3042.54,-3042.17
3.4437499999999943,4.485416666666666,-3041,-3038.57,-3040.88
3.535416666666663,4.485416666666666,-2885,-2883.95,-2884.26
3.6312499999999943,4.485416666666666,-2889,-2889.85,-2889.55
3.63958333333332,4.485416666666666,-2887,-2887.47,-2887.48
